word	word_index_in_text	word_index_in_sent	sent_index_in_text	word_limit_char_indices	text_id	is_technical_term	word_length	STTS_punctuation_before	STTS_punctuation_after	is_in_quote	is_in_parentheses	is_clause_beginning	is_sent_beginning	is_abbreviation	contains_symbol	contains_hyphen	contains_abbreviation	STTS_PoS_tag	type	type_length_chars	PoS_tag	lemma	lemma_length_chars	syllables	type_length_syllables	annotated_type_frequency_normalized	type_frequency_normalized	lemma_frequency_normalized	familiarity_normalized	regularity_normalized	document_frequency_normalized	sentence_frequency_normalized	cumulative_syllable_corpus_frequency_normalized	cumulative_syllable_lexicon_frequency_normalized	cumulative_character_corpus_frequency_normalized	cumulative_character_lexicon_frequency_normalized	cumulative_character_bigram_corpus_frequency_normalized	cumulative_character_bigram_lexicon_frequency_normalized	cumulative_character_trigram_corpus_frequency_normalized	cumulative_character_trigram_lexicon_frequency_normalized	initial_letter_frequency_normalized	initial_bigram_frequency_normalized	initial_trigram_frequency_normalized	avg_cond_prob_in_bigrams	avg_cond_prob_in_trigrams	neighbors_coltheart_higher_freq_cum_freq_normalized	neighbors_coltheart_higher_freq_count_normalized	neighbors_coltheart_all_cum_freq_normalized	neighbors_coltheart_all_count_normalized	neighbors_levenshtein_higher_freq_cum_freq_normalized	neighbors_levenshtein_higher_freq_count_normalized	neighbors_levenshtein_all_cum_freq_normalized	neighbors_levenshtein_all_count_normalized
Form	11	11	1	92,95	b4	0	4			0	0	0	0	0	0	0	0	NN	Form	4.0	nn	Form	4.0	form	1.0	215.388806307	215.388806307	309.688342526	226.416987873	5.13703028279	755.528100653	394.509578752	452.793100351	1914.39995205	575012.362559	1525818.28612	68999.301742	147089.016173	47313.752019	68723.6192091	11807.4546207	1269.80232013	933.847448791	0.0357256952858	0.207612779527	0.0	0.0	32.610390115	11.1302322794	0.0	0.0	47.9223130745	17.123434276
von	12	12	1	96,98	b4	0	3			0	0	0	0	0	0	0	0	APPR	von	3.0	appr	von	3.0	von	1.0	7955.34104766	7955.34104766	8265.3727435	7955.34104766	0.428085856899	7856.20634881	12401.4928732	8585.23905938	340.756342092	620899.645044	1436353.90714	258695.641457	333765.271963	253104.606831	264495.4152	23102.1601118	13320.2529889	7993.18348833	0.0874371201871	0.312235645495	0.0	0.0	3224.03042889	30.8221816968	0.0	0.0	3276.15473257	38.9558129779
Saccharose	13	13	1	99,108	b4	1	10			0	0	0	0	0	0	0	0	NN	Saccharose	10.0	nn	Saccharose	10.0	sac-cha-ro-se	4.0	0.179851737912	0.179851737912	0.179851737912	8.3631058129	56.5073331107	1.13461586949	0.32588707237	11168.8010994	34707.488934	2507263.2593	6167613.1645	393660.121598	824891.480235	173334.049906	298014.10971	26995.0755041	1464.33649992	372.987979192	5.23009090909e-06	0.148581557136	0.0	0.0	0.049050473976	0.428085856899	0.0	0.0	0.0735757109639	0.856171713799
aus	14	14	1	109,111	b4	0	3			0	0	0	0	0	0	0	0	APPR	aus	3.0	appr	aus	3.0	aus	1.0	2366.71806966	2877.24357788	3047.3996721	2877.24357788	0.428085856899	4921.08116286	5006.30824262	7041.84954557	10996.2414062	691880.798486	1839111.63623	154052.594714	244752.951652	136403.612872	161007.799724	41334.1231877	16266.7803613	4798.31356622	0.0510223759777	0.292714090181	9745.02934146	0.856171713799	9978.06814332	29.966009983	9745.02934146	0.856171713799	10279.6059321	50.0860452572
der	15	15	1	112,114	b4	0	3			0	0	0	0	0	0	0	0	ART	der	3.0	art	d	1.0	der	1.0	24738.5901996	26530.3631386	80100.3069113	26530.3631386	0.428085856899	9372.80956103	30912.3596552	38163.5169	19310.096833	1332151.97174	2710999.66609	487983.455471	535760.152056	398226.025843	178781.068331	110461.430317	53801.2331077	27238.2432288	0.129811235347	0.318759302208	0.0	0.0	25590.4497812	36.8153836934	0.0	0.0	33289.1996244	55.22307554
Zelle	16	16	1	115,119	b4	1	5			0	0	0	0	0	0	0	0	NN	Zelle	5.0	nn	Zelle	5.0	zel-le	2.0	22.530517713	22.5468678709	48.1348651284	26.1439026292	6.84937371039	67.9508837397	40.3944785419	10421.5007782	30791.3595151	1886002.36569	4262776.65049	219173.998684	424193.272203	161330.40974	237255.88404	6468.08162623	2120.85256885	109.783135837	0.0157072939699	0.13426049919	0.0	0.0	60.4792344124	19.2638635605	25.5144215465	0.428085856899	88.7895329755	22.2604645588
und	17	17	1	120,122	b4	0	3			0	0	0	0	0	0	0	0	KON	und	3.0	kon	und	3.0	und	1.0	22313.7473183	22313.7473183	23398.5884761	22313.7473183	0.428085856899	9064.0679761	29467.6401896	23513.5137367	723.037012303	869972.90787	1656300.13956	195202.966651	251153.263298	160187.509171	58920.0250002	32509.3788389	28906.6542257	22352.5789435	0.120238001286	0.419307858966	0.0	0.0	2201.34439665	22.6885504157	0.0	0.0	2454.42031712	42.8085856899
versorgt	18	18	1	123,130	b4	0	8			0	0	0	0	0	0	0	0	VVFIN	versorgt	8.0	vvfin	versorgen	9.0	ver-sorgt	2.0	0.874733452571	7.61099854527	15.9005286472	1263.26225693	486.305533438	79.4231108646	14.3545496163	15346.3890925	39556.4174351	2282606.40681	5630623.97795	348434.055852	638030.719441	144481.277626	172221.08066	23102.1601118	7335.96436261	7300.98319958	0.0453323871214	0.308206923705	0.0	0.0	0.294302843856	3.4246868552	0.0	0.0	2.03559467	5.13703028279
damit	19	19	1	131,135	b4	0	5			0	0	0	0	0	0	0	0	PAV	damit	5.0	adv	damit	5.0	da-mit	2.0	1.34888803434	486.989455791	580.267107136	487.316458951	6.42128785349	1726.50714808	908.2007154	15955.767656	14400.3801402	1218856.73204	2674609.37166	275968.733168	238734.064504	240002.252398	110942.730674	110461.430317	19319.7963127	706.335000333	0.00580567935139	0.114687104621	0.0	0.0	93.4002775292	4.28085856899	0.0	0.0	93.5883043461	6.84937371039
selbst	20	20	1	136,141	b4	0	6			0	0	0	0	0	0	0	0	ADV	selbst	6.0	adv	selbst	6.0	selbst	1.0	767.26386409	767.26386409	810.959661323	1006.25412346	11.1302322794	1781.97725726	1414.47404154	1153.81429934	1604.0377058	1835407.87272	4568890.57269	251706.235044	432029.383813	165101.810758	126396.202022	48925.779496	10190.9226751	1264.49669386	0.0181161565762	0.14079113312	0.0	0.0	47.1702058069	3.8527727121	0.0	0.0	47.9550133905	7.27745956729
in	21	21	1	142,143	b4	0	2			0	0	0	0	0	0	0	0	APPR	in	2.0	appr	in	2.0	in	1.0	13129.4221199	13165.4578681	14298.1641135	0.0	0.0	8527.89894355	19687.5208529	18583.5486983	15158.092107	842500.587604	1735372.30627	309490.415689	350022.68855	273957.116004	252232.89583	37971.7622471	15391.66268	-0.00817507899599	0.0682365415668	0.281559937821	0.0	0.0	9683.14399346	42.380499833	0.0	0.0	17389.6438116	75.7711966712
der	22	22	1	144,146	b4	0	3			0	0	0	0	0	0	0	0	ART	der	3.0	art	d	1.0	der	1.0	24738.5901996	26530.3631386	80100.3069113	26530.3631386	0.428085856899	9372.80956103	30912.3596552	38163.5169	19310.096833	1332151.97174	2710999.66609	487983.455471	535760.152056	398226.025843	178781.068331	110461.430317	53801.2331077	27238.2432288	0.129811235347	0.318759302208	0.0	0.0	25590.4497812	36.8153836934	0.0	0.0	33289.1996244	55.22307554
Nacht	23	23	1	147,151	b4	0	5			0	0	0	0	0	0	0	0	NN	Nacht	5.0	nn	Nacht	5.0	nacht	1.0	150.14350084	150.14350084	166.297456936	152.285371537	7.27745956729	489.145508182	276.228089914	250.247343146	711.05060831	881275.109908	2253187.95538	261342.454084	447292.785041	145011.905654	171410.286047	6477.26223995	2566.61510127	1132.15851508	0.0210139402099	0.1437102228	217.408050819	0.428085856899	523.752786036	16.6953484191	524.7010952	0.856171713799	923.661300362	21.8323787019
alle	24	24	1	152,155	b4	0	4			0	0	0	0	0	0	0	0	PIDAT	alle	4.0	pis	alle	4.0	al-le	2.0	833.882582828	835.877302103	2670.43042944	841.550806926	6.42128785349	2461.36002622	1512.4574213	15760.2524667	37872.7557599	1351662.45177	3303791.12835	249917.552285	395245.678473	202612.130671	230368.838774	41334.1231877	9001.42415599	3625.86826186	0.0107968076939	0.146485693658	0.0	0.0	295.839758707	14.9830049915	0.0	0.0	2151.0758359	36.3872978365
chlorophyllfreien	25	25	1	156,172	b4	1	17			0	0	0	0	0	0	0	0	ADJA	chlorophyllfreien	17.0	adja	chlorophyllfrei	15.0	chlo-rophyll-frei-en	4.0	0.00817507899599	0.00817507899599	0.032700315984	0.04087539498	1.7123434276	0.126068429944	0.0155184320176	3966.2213257	9776.19671401	4462493.24851	10613345.5766	781614.422285	1516794.23625	347498.499812	501922.533583	922.345112644	346.835901484	1.58596532522	0.000953288	1.0	0.0	0.0	0.0	0.0	0.016350157992	0.428085856899	0.016350157992	0.428085856899
Zellen	26	26	1	173,178	b4	1	6			0	0	0	0	0	0	0	0	NN	Zellen	6.0	nn	Zelle	5.0	zel-len	2.0	25.5144215465	25.5144215465	48.1348651284	30.8854484469	11.5583181363	61.3953253826	44.7241210748	6815.22000564	18595.193452	2358877.91547	5243267.92181	460975.455167	885674.534885	355080.33785	500764.56134	6468.08162623	2120.85256885	109.783135837	0.0658063752096	0.280245734433	0.0	0.0	60.6999615452	14.1268332777	0.0	0.0	84.2360139747	16.6953484191
der	27	27	1	179,181	b4	0	3			0	0	0	0	0	0	0	0	ART	der	3.0	art	d	1.0	der	1.0	24738.5901996	26530.3631386	80100.3069113	26530.3631386	0.428085856899	9372.80956103	30912.3596552	38163.5169	19310.096833	1332151.97174	2710999.66609	487983.455471	535760.152056	398226.025843	178781.068331	110461.430317	53801.2331077	27238.2432288	0.129811235347	0.318759302208	0.0	0.0	25590.4497812	36.8153836934	0.0	0.0	33289.1996244	55.22307554
Pflanze	28	28	1	182,188	b4	0	7		$.	0	0	0	0	0	0	0	0	NN	Pflanze	7.0	nn	Pflanze	7.0	pflan-ze	2.0	13.5379308174	13.5788062123	48.8297468431	74.2542425206	11.9864039932	42.7371977509	24.8139727962	1680.93521792	6680.27979692	1785664.20109	4131739.99777	218471.203493	439963.527085	153447.998572	236306.817695	10343.3797233	635.972095414	257.71119027	0.0173708440157	0.159022612967	0.0	0.0	0.457804423776	1.7123434276	35.3326914207	0.428085856899	36.3791015322	3.8527727121
Das	29	1	2	190,192	b4	0	3			0	0	0	1	0	0	0	0	ART	Das	3.0	art	d	1.0	das	1.0	1025.44103386	1740.04103906	80100.3069113	1740.04103906	0.428085856899	4030.78591059	3283.94850984	9530.4416929	290.670296835	534766.342386	1447841.16302	107744.769815	172544.285482	102628.919831	139156.585245	19121.5915224	4160.8290812	1825.47061457	0.0254258224001	0.0443506865775	7683.24989344	0.428085856899	9528.85572757	34.246868552	7683.24989344	0.428085856899	9963.39387652	44.0928432606
Prinzip	30	2	2	193,199	b4	0	7			0	0	0	0	0	0	0	0	NN	Prinzip	7.0	nn	Prinzip	7.0	prin-zip	2.0	59.9233290406	59.9233290406	104.240432278	90.8006024085	59.503934109	263.861223872	109.932572413	328.3029974	1225.6098083	1643293.75339	3674992.08041	123766.62481	287032.851309	19650.2575309	68054.9491006	10343.3797233	3039.31451897	422.422681881	0.0257905140436	0.159121005575	0.0	0.0	0.645831240683	2.1404292845	0.0	0.0	7.97887710009	5.56511613969
ist	31	3	2	200,202	b4	0	3			0	0	0	0	0	0	0	0	VAFIN	ist	3.0	vafin	sein	4.0	ist	1.0	6193.1128442	6201.98280491	17044.4184006	6201.98280491	0.428085856899	5647.61352462	10628.2947571	6392.98535058	321.920564388	917956.027182	2251465.76597	202181.475685	311508.232091	153618.244592	108375.49979	37971.7622471	6331.86028492	6216.50992029	0.0707295422332	0.285080866351	0.0	0.0	174.505236248	21.8323787019	0.0	0.0	350.048707529	42.380499833
einfach	32	4	2	203,209	b4	0	7		$.	0	0	0	0	0	0	0	0	ADJD	einfach	7.0	adjd	einfach	7.0	ein-fach	2.0	140.529607941	140.529607941	249.544286353	456.259333845	71.9184239591	505.408335645	264.294415692	11399.640805	12697.4546015	2276861.13297	5003839.93014	396182.035367	610563.446605	194840.13212	104911.429036	45007.5949345	21503.4825387	20569.6023896	0.0117678620743	0.138360025382	0.0	0.0	2.67325083169	0.856171713799	0.0	0.0	33.5668743575	3.4246868552
Am	33	1	3	211,212	b4	0	2			0	0	1	0	0	0	0	0	APPRART	Am	2.0	apprart	am	2.0	am	1.0	306.303859822	307.350269933	1784.21916595	0.0	0.0	1523.28483901	581.273908084	2154.98352366	1998.30478001	128215.960604	314995.847567	51800.3743483	69265.5759039	52091.3826353	68999.7345868	19822.5963712	778.349271208	-0.00817507899599	0.00933029649913	0.0306091072342	8348.54599721	1.7123434276	9123.33093397	46.661358402	8348.54599721	1.7123434276	9576.85979144	60.3601058228
Tag	34	2	3	213,215	b4	0	3			0	0	0	0	0	0	0	0	NN	Tag	3.0	nn	Tag	3.0	tag	1.0	228.387181911	228.387181911	624.943913849	228.387181911	0.428085856899	774.942638864	401.430799432	617.128538328	892.559011635	386956.344269	1071451.38229	46748.3063301	111545.475561	39170.4005046	86639.4404062	8191.78885746	1780.78563278	770.027040791	0.0356456802466	0.216477531467	0.0	0.0	395.919075776	22.6885504157	0.0	0.0	619.262233946	29.966009983
speichert	35	3	3	216,224	b4	0	9			0	0	0	0	0	0	0	0	VVFIN	speichert	9.0	vvfin	speichern	9.0	spei-chert	2.0	1.16086121743	1.16086121743	6.30298590591	18.336702188	29.1098382692	12.8589798543	2.2036173465	178.184021797	862.164915796	3182369.73582	7284134.28197	638182.09722	1143868.95436	239264.06729	298763.259959	48925.779496	1656.81873488	146.816243689	0.0559570861831	0.288966469697	1.98654419603	0.428085856899	2.08464514398	1.7123434276	1.98654419603	0.428085856899	2.22362148691	2.5685151414
der	36	4	3	225,227	b4	0	3			0	0	0	0	0	0	0	0	ART	der	3.0	art	d	1.0	der	1.0	24738.5901996	26530.3631386	80100.3069113	26530.3631386	0.428085856899	9372.80956103	30912.3596552	38163.5169	19310.096833	1332151.97174	2710999.66609	487983.455471	535760.152056	398226.025843	178781.068331	110461.430317	53801.2331077	27238.2432288	0.129811235347	0.318759302208	0.0	0.0	25590.4497812	36.8153836934	0.0	0.0	33289.1996244	55.22307554
Chloroplast	37	5	3	228,238	b4	2	11			0	0	0	0	0	0	0	0	NN	Chloroplast	11.0	nn	Chloroplast	11.0	chlo-ro-plast	3.0		0.032700315984	0.032700315984	2.15822085494	18.4076918467	0.252136859888	0.0620737280705	1641.66213842	9405.90244779	1942169.63833	5456978.22755	214566.197159	504208.512059	107480.395936	129541.776899	2901.18020918	1099.78520225	16.7098614678	0.05152806075	0.50000441775	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
die	38	6	3	239,241	b4	0	3			0	0	0	0	0	0	0	0	ART	die	3.0	art	d	1.0	die	1.0	20527.116504	24520.1275636	80100.3069113	24520.1275636	0.428085856899	9091.29875697	30440.211361	33694.5118659	1928.95487119	1361337.08551	2613060.47141	356516.797331	303924.26305	343523.065172	189343.230678	110461.430317	29991.8223867	29048.3692201	0.0938387928357	0.266249299869	0.0	0.0	15201.9436218	35.5311261227	0.0	0.0	15852.8515865	58.2196765383
gebildete	39	7	3	242,250	b4	0	9			0	0	0	0	0	0	0	0	ADJA	gebildete	9.0	adja	gebildet	8.0	ge-bil-de-te	4.0	7.7499748882	7.7499748882	24.6642133309	170.466747224	80.0520552402	71.3547313482	14.6338813926	85109.8318184	179591.006772	3562309.27898	7666433.35987	447789.755804	790804.287708	207427.660954	257551.862602	23747.2147199	15623.9820749	1054.28271256	0.0399778758397	0.254307092481	0.0	0.0	0.997359637511	1.2842575707	59.7189520657	0.856171713799	64.3705720144	3.4246868552
und	40	8	3	251,253	b4	0	3			0	0	0	0	0	0	0	0	KON	und	3.0	kon	und	3.0	und	1.0	22313.7473183	22313.7473183	23398.5884761	22313.7473183	0.428085856899	9064.0679761	29467.6401896	23513.5137367	723.037012303	869972.90787	1656300.13956	195202.966651	251153.263298	160187.509171	58920.0250002	32509.3788389	28906.6542257	22352.5789435	0.120238001286	0.419307858966	0.0	0.0	2201.34439665	22.6885504157	0.0	0.0	2454.42031712	42.8085856899
überschüssige	41	9	3	254,266	b4	0	13			0	0	0	0	0	0	0	0	ADJA	überschüssige	13.0	adja	überschüssig	12.0	ü-ber-schüs-si-ge	5.0	0.850208215583	0.850208215583	2.91032812257	106.161575842	267.553660562	10.9679534051	1.61391692983	63956.3325866	137320.525004	3684230.67401	8550313.78693	653660.440262	1345373.24806	228367.954125	413498.40324	4201.6554257	4185.99197435	3864.02466317	0.0100777462913	0.147097076583	0.0	0.0	0.0735757109639	0.428085856899	0.997359637511	0.428085856899	1.97836911703	2.5685151414
Glucose	42	10	3	267,273	b4	1	7			0	0	0	0	0	0	0	0	NN	Glucose	7.0	nn	Glucose	7.0	glu-co-se	3.0	0.457804423776	0.457804423776	0.457804423776	1.88844324807	7.27745956729	1.00854743955	0.806958464917	9667.4069664	27533.1980582	1659188.73933	4064968.02199	204605.787186	361834.433514	153618.138316	223470.663276	15129.6759234	811.580967327	18.5329040839	0.0111714634286	0.302189512036	1.20173661241	0.428085856899	1.20173661241	0.428085856899	1.20173661241	0.428085856899	1.24261200739	1.2842575707
aus	43	11	3	274,276	b4	0	3			0	0	0	0	0	0	0	0	APPR	aus	3.0	appr	aus	3.0	aus	1.0	2366.71806966	2877.24357788	3047.3996721	2877.24357788	0.428085856899	4921.08116286	5006.30824262	7041.84954557	10996.2414062	691880.798486	1839111.63623	154052.594714	244752.951652	136403.612872	161007.799724	41334.1231877	16266.7803613	4798.31356622	0.0510223759777	0.292714090181	9745.02934146	0.856171713799	9978.06814332	29.966009983	9745.02934146	0.856171713799	10279.6059321	50.0860452572
der	44	12	3	277,279	b4	0	3			0	0	0	0	0	0	0	0	ART	der	3.0	art	d	1.0	der	1.0	24738.5901996	26530.3631386	80100.3069113	26530.3631386	0.428085856899	9372.80956103	30912.3596552	38163.5169	19310.096833	1332151.97174	2710999.66609	487983.455471	535760.152056	398226.025843	178781.068331	110461.430317	53801.2331077	27238.2432288	0.129811235347	0.318759302208	0.0	0.0	25590.4497812	36.8153836934	0.0	0.0	33289.1996244	55.22307554
Photosynthese	45	13	3	280,292	b4	1	13			0	0	0	0	0	0	0	0	NN	Photosynthese	13.0	nn	Photosynthese	13.0	pho-to-synthe-se	4.0	0.948309163535	0.948309163535	0.948309163535	8.53478247182	36.3872978365	2.0170948791	1.69150908992	11420.1357281	39135.6090377	3779744.52012	8958729.95488	320823.004496	689962.670913	159340.105007	245292.339832	10343.3797233	496.832250902	50.0805339295	0.0234665859569	0.138491586586	0.0	0.0	0.0	0.0	0.0	0.0	0.016350157992	0.428085856899
als	46	14	3	293,295	b4	0	3			0	0	0	0	0	0	0	0	KOKOM	als	3.0	kokom	als	3.0	als	1.0	3463.41309205	4153.65136184	4541.08470562	4153.65136184	0.428085856899	5247.34625955	6981.83567532	4603.69763565	302.228614971	681961.550037	1925878.64622	141980.120382	218560.946583	127440.529836	138813.260388	41334.1231877	9001.42415599	4724.78690573	0.0390845361957	0.243678478051	0.0	0.0	3467.69683344	19.2638635605	0.0	0.0	4065.34415852	32.9626109813
Stärke	47	15	3	296,301	b4	1	6		$.	0	0	0	0	0	0	0	0	NN	Stärke	6.0	nn	Stärke	6.0	stär-ke	2.0	37.5236125916	37.5563129076	39.1259280748	105.793697287	10.7021464225	261.591992133	69.3518726868	1523.65487312	6179.41934434	1500109.6646	3608429.01052	192135.112931	358314.711599	169652.157828	277561.879811	26995.0755041	6635.67892073	239.660615847	0.0101658788552	0.136004278236	0.0	0.0	6.23758527394	2.9966009983	0.0	0.0	9.44221624037	5.99320199659
in	48	1	4	303,304	b4	0	2			0	0	1	0	0	0	0	0	APPR	in	2.0	appr	in	2.0	in	1.0	13129.4221199	13165.4578681	14298.1641135	0.0	0.0	8527.89894355	19687.5208529	18583.5486983	15158.092107	842500.587604	1735372.30627	309490.415689	350022.68855	273957.116004	252232.89583	37971.7622471	15391.66268	-0.00817507899599	0.0682365415668	0.281559937821	0.0	0.0	9683.14399346	42.380499833	0.0	0.0	17389.6438116	75.7711966712
der	49	2	4	305,307	b4	0	3			0	0	0	0	0	0	0	0	ART	der	3.0	art	d	1.0	der	1.0	24738.5901996	26530.3631386	80100.3069113	26530.3631386	0.428085856899	9372.80956103	30912.3596552	38163.5169	19310.096833	1332151.97174	2710999.66609	487983.455471	535760.152056	398226.025843	178781.068331	110461.430317	53801.2331077	27238.2432288	0.129811235347	0.318759302208	0.0	0.0	25590.4497812	36.8153836934	0.0	0.0	33289.1996244	55.22307554
Nacht	50	3	4	308,312	b4	0	5			0	0	0	0	0	0	0	0	NN	Nacht	5.0	nn	Nacht	5.0	nacht	1.0	150.14350084	150.14350084	166.297456936	152.285371537	7.27745956729	489.145508182	276.228089914	250.247343146	711.05060831	881275.109908	2253187.95538	261342.454084	447292.785041	145011.905654	171410.286047	6477.26223995	2566.61510127	1132.15851508	0.0210139402099	0.1437102228	217.408050819	0.428085856899	523.752786036	16.6953484191	524.7010952	0.856171713799	923.661300362	21.8323787019
kommt	51	4	4	313,317	b4	0	5			0	0	0	0	0	0	0	0	VMFIN	kommt	5.0	vvfin	kommen	6.0	kommt	1.0	329.545609407	329.545609407	1395.72306191	383.190477779	7.70554542419	1066.91712261	616.857672701	432.028399701	61.6443633935	660523.778783	1843405.76546	120912.672032	161683.319207	106923.877433	101940.513189	11052.747678	2212.84673279	992.495465508	0.0313529949608	0.159918088422	0.0	0.0	62.1796508435	8.13363128109	0.0	0.0	88.5524556846	11.5583181363
