index	sent_index_in_text	sentence	constituency_tree	str_constituents	pos_tags	constituents	text_id_numeric	text_id	needs_correction
10	1	In der homologen Rekombinationsreparatur veranlasst RecA in Verbindung mit einer Reihe weiterer Proteine die Auflösung der angehaltenen Replikationsgabel:	(S (PP (APPR In) (ART der) (ADJA homologen) (NN Rekombinationsreparatur)) (VVFIN veranlasst) (NE RecA) (PP (APPR in) (NN Verbindung) (PP (APPR mit) (ART einer) (NN Reihe) (NP (ADJA weiterer) (NN Proteine)))) (NP (ART die) (NN Auflösung) (NP (ART der) (ADJA angehaltenen) (NN Replikationsgabel)))) ($. :)	['(S (PP (APPR In) (ART der) (ADJA homologen) (NN Rekombinationsreparatur)) (VVFIN veranlasst) (NN RecA) (PP (APPR in) (NN Verbindung) (PP (APPR mit) (ART einer) (NN Reihe) (NP (ADJA weiterer) (NN Proteine)))) (NP (ART die) (NN Auflösung) (NP (ART der) (ADJA angehaltenen) (NN Replikationsgabel)))) ($. :)']	['ADP', 'DET', 'ADJ', 'NOUN', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'NOUN', 'DET', 'NOUN', 'DET', 'ADJ', 'NOUN', 'PUNCT']	[In der homologen Rekombinationsreparatur veranlasst RecA in Verbindung mit einer Reihe weiterer Proteine die Auflösung der angehaltenen Replikationsgabel:, In der homologen Rekombinationsreparatur veranlasst RecA in Verbindung mit einer Reihe weiterer Proteine die Auflösung der angehaltenen Replikationsgabel, In der homologen Rekombinationsreparatur, In, der, homologen, Rekombinationsreparatur, veranlasst, RecA, in Verbindung mit einer Reihe weiterer Proteine, in, Verbindung, mit einer Reihe weiterer Proteine, mit, einer, Reihe, weiterer Proteine, weiterer, Proteine, die Auflösung der angehaltenen Replikationsgabel, die, Auflösung, der angehaltenen Replikationsgabel, der, angehaltenen, Replikationsgabel, :]	1	b1	False
11	2	Kommt der Replikationskomplex an eine schadhafte DNA-Stelle, löst er sich und überspringt den Schaden, um an anderer Stelle fortzufahren.	(S (VVFIN Kommt) (NP (ART der) (NN Replikationskomplex)) (PP (APPR an) (ART eine) (ADJA schadhafte) (NN DNA-Stelle))) ($, ,) (CS (S (VVFIN löst) (PPER er) (PRF sich)) (KON und) (S (VVFIN überspringt) (NP (ART den) (NN Schaden)))) ($, ,) (VP (KOUI um) (PP (APPR an) (ADJA anderer) (NN Stelle)) (VVIZU fortzufahren)) ($. .)	['(CS (S (AVP (S (VVFIN Kommt) (NP (ART der) (NN Replikationskomplex)) (PP (APPR an) (ART eine) (ADJA schadhafte) (NN DNA-Stelle)))) ($, ,) (VVFIN löst) (PPER er) (PRF sich)) (KON und) (S (VVFIN überspringt) (NP (ART den) (NN Schaden)) ($, ,) (VP (KOUI um) (PP (APPR an) (ADJA anderer) (NN Stelle)) (VVIZU fortzufahren)))) ($. .)']	['VERB', 'DET', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'VERB', 'PRON', 'PRON', 'CCONJ', 'VERB', 'DET', 'NOUN', 'PUNCT', 'SCONJ', 'ADP', 'ADJ', 'NOUN', 'VERB', 'PUNCT']	[Kommt der Replikationskomplex an eine schadhafte DNA-Stelle, löst er sich und überspringt den Schaden, um an anderer Stelle fortzufahren., Kommt der Replikationskomplex an eine schadhafte DNA-Stelle, Kommt, der Replikationskomplex, der, Replikationskomplex, an eine schadhafte DNA-Stelle, an, eine, schadhafte, DNA-Stelle, ,, löst er sich und überspringt den Schaden, löst er sich, löst, er, sich, und, überspringt den Schaden, überspringt, den Schaden, den, Schaden, ,, um an anderer Stelle fortzufahren, um, an anderer Stelle, an, anderer, Stelle, fortzufahren, .]	1	b1	False
12	3	Es entsteht eine Replikationslücke im Tochterstrang, die über 800 Basen umfassen kann.	(S (PPER Es) (VVFIN entsteht) (ART eine) (NN Replikationslücke) (PP (APPRART im) (NN Tochterstrang))) ($, ,) (NP (S (PRELS die) (VP (NP (AP (ADV über) (CARD 800)) (NN Basen)) (VVINF umfassen)) (VMFIN kann))) ($. .)	['(S (PPER Es) (VVFIN entsteht) (NP (NP(ART eine) (NN Replikationslücke)) (PP (APPRART im) (NN Tochterstrang)) ($, ,) (S (PRELS die) (VP (NP (AP (ADV über) (CARD 800)) (NN Basen)) (VVINF umfassen)) (VMFIN kann)))) ($. .)']	['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'PRON', 'ADP', 'NUM', 'NOUN', 'VERB', 'AUX', 'PUNCT']	[Es entsteht eine Replikationslücke im Tochterstrang, die über 800 Basen umfassen kann., Es entsteht eine Replikationslücke im Tochterstrang, Es, entsteht, eine, Replikationslücke, im Tochterstrang, im, Tochterstrang, ,, die über 800 Basen umfassen kann, die, über 800 Basen umfassen, über 800 Basen, über 800, über, 800, Basen, umfassen, kann, .]	1	b1	False
13	4	"Bei der ""rekombinatorischen Reparatur"" bindet das RecA-Protein an die Einzelstrang-DNA-Enden links und rechts der Replikationslücke und sucht die Schwesterchromatide oder das homologe Chromosom nach homologen Sequenzen ab."	"(APPR Bei) (ART der) ($LRB "") (PP (ADJA rekombinatorischen) (NN Reparatur)) ($LRB "") (CS (S (VVFIN bindet) (NP (ART das) (NN RecA-Protein)) (PP (APPR an) (ART die) (NN Einzelstrang-DNA-Enden) (PP (CAVP (ADV links) (KON und) (ADV rechts)) (NP (ART der) (NN Replikationslücke))))) (KON und) (S (VVFIN sucht) (CNP (NP (ART die) (NN Schwesterchromatide)) (KON oder) (NP (ART das) (ADJA homologe) (NN Chromosom))) (PP (APPR nach) (ADJA homologen) (NN Sequenzen)) (PTKVZ ab))) ($. .)"	"['(CS (S (PP (APPR Bei) (ART der) ($LRB "") (ADJA rekombinatorischen) (NN Reparatur) ($LRB "")) (VVFIN bindet) (NP (ART das) (NN RecA-Protein)) (PP (APPR an) (ART die) (NN Einzelstrang-DNA-Enden) (PP (CAVP (ADV links) (KON und) (ADV rechts)) (NP (ART der) (NN Replikationslücke))))) (KON und) (S (VVFIN sucht) (CNP (NP (ART die) (NN Schwesterchromatide)) (KON oder) (NP (ART das) (ADJA homologe) (NN Chromosom))) (PP (APPR nach) (ADJA homologen) (NN Sequenzen)) (PTKVZ ab))) ($. .)']"	['ADP', 'DET', 'PUNCT', 'ADJ', 'NOUN', 'PUNCT', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADV', 'CCONJ', 'ADV', 'DET', 'NOUN', 'CCONJ', 'VERB', 'DET', 'NOUN', 'CCONJ', 'DET', 'ADJ', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'ADP', 'PUNCT']	"[Bei der ""rekombinatorischen Reparatur"" bindet das RecA-Protein an die Einzelstrang-DNA-Enden links und rechts der Replikationslücke und sucht die Schwesterchromatide oder das homologe Chromosom nach homologen Sequenzen ab., Bei, der, "", rekombinatorischen Reparatur, rekombinatorischen, Reparatur, "", bindet das RecA-Protein an die Einzelstrang-DNA-Enden links und rechts der Replikationslücke und sucht die Schwesterchromatide oder das homologe Chromosom nach homologen Sequenzen ab, bindet das RecA-Protein an die Einzelstrang-DNA-Enden links und rechts der Replikationslücke, bindet, das RecA-Protein, das, RecA-Protein, an die Einzelstrang-DNA-Enden links und rechts der Replikationslücke, an, die, Einzelstrang-DNA-Enden, links und rechts der Replikationslücke, links und rechts, links, und, rechts, der Replikationslücke, der, Replikationslücke, und, sucht die Schwesterchromatide oder das homologe Chromosom nach homologen Sequenzen ab, sucht, die Schwesterchromatide oder das homologe Chromosom, die Schwesterchromatide, die, Schwesterchromatide, oder, das homologe Chromosom, das, homologe, Chromosom, nach homologen Sequenzen, nach, homologen, Sequenzen, ab, .]"	1	b1	False
14	5	Ist eine solche Stelle gefunden, dringt der Komplex in die Doppelhelix ein, verdrängt den homologen und bindet den komplementären Strang.	(S (VAFIN Ist) (NP (ART eine) (PIAT solche) (NN Stelle)) (VVPP gefunden)) ($, ,) (CS (S (VVFIN dringt) (NP (ART der) (NN Komplex)) (PP (APPR in) (ART die) (NN Doppelhelix)) (PTKVZ ein))) ($, ,) (S (VVFIN verdrängt) (NP (ART den) (ADJA homologen))) (KON und) (S (VVFIN bindet) (NP (ART den) (ADJA komplementären) (NN Strang))) ($. .)	['(CS (S (AVP (S (VAFIN Ist) (NP (ART eine) (PIAT solche) (NN Stelle)) (VVPP gefunden))) ($, ,) (VVFIN dringt) (NP (ART der) (NN Komplex)) (PP (APPR in) (ART die) (NN Doppelhelix)) (PTKVZ ein)) ($, ,) (S (VVFIN verdrängt) (NP (ART den) (ADJA homologen))) (KON und) (S (VVFIN bindet) (NP (ART den) (ADJA komplementären) (NN Strang)))) ($. .)']	['AUX', 'DET', 'DET', 'NOUN', 'VERB', 'PUNCT', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'ADV', 'PUNCT', 'VERB', 'DET', 'NOUN', 'CCONJ', 'VERB', 'DET', 'ADJ', 'NOUN', 'PUNCT']	[Ist eine solche Stelle gefunden, dringt der Komplex in die Doppelhelix ein, verdrängt den homologen und bindet den komplementären Strang., Ist eine solche Stelle gefunden, Ist, eine solche Stelle, eine, solche, Stelle, gefunden, ,, dringt der Komplex in die Doppelhelix ein, dringt, der Komplex, der, Komplex, in die Doppelhelix, in, die, Doppelhelix, ein, ,, verdrängt den homologen, verdrängt, den homologen, den, homologen, und, bindet den komplementären Strang, bindet, den komplementären Strang, den, komplementären, Strang, .]	1	b1	False
15	6	Dieser dient dann als Matrize zum Auffüllen der Replikationslücke.	(S (PDS Dieser) (VVFIN dient) (ADV dann) (PP (APPR als) (NN Matrize) (PP (APPRART zum) (NN Auffüllen) (NP (ART der) (NN Replikationslücke))))) ($. .)	['(S (PDS Dieser) (VVFIN dient) (ADV dann) (PP (APPR als) (NN Matrize) (PP (APPRART zum) (NN Auffüllen) (NP (ART der) (NN Replikationslücke))))) ($. .)']	['PRON', 'VERB', 'ADV', 'ADP', 'NOUN', 'ADP', 'NOUN', 'DET', 'NOUN', 'PUNCT']	[Dieser dient dann als Matrize zum Auffüllen der Replikationslücke., Dieser dient dann als Matrize zum Auffüllen der Replikationslücke, Dieser, dient, dann, als Matrize zum Auffüllen der Replikationslücke, als, Matrize, zum Auffüllen der Replikationslücke, zum, Auffüllen, der Replikationslücke, der, Replikationslücke, .]	1	b1	False
16	7	Der verdrängte Strang paart sich mit dem Strang, der den DNA-Schaden aufweist.	(S (NP (ART Der) (ADJA verdrängte) (NN Strang)) (VVFIN paart) (PRF sich) (APPR mit) (ART dem) (NN Strang)) ($, ,) (PP (S (PRELS der) (NP (ART den) (NN DNA-Schaden)) (VVFIN aufweist))) ($. .)	['(S (NP (ART Der) (ADJA verdrängte) (NN Strang)) (VVFIN paart) (PRF sich) (PP (APPR mit) (ART dem) (NN Strang) ($, ,) (S (PRELS der) (NP (ART den) (NN DNA-Schaden)) (VVFIN aufweist)))) ($. .)']	['DET', 'ADJ', 'NOUN', 'ADV', 'PRON', 'ADP', 'DET', 'NOUN', 'PUNCT', 'PRON', 'DET', 'NOUN', 'VERB', 'PUNCT']	[Der verdrängte Strang paart sich mit dem Strang, der den DNA-Schaden aufweist., Der verdrängte Strang paart sich mit dem Strang, Der verdrängte Strang, Der, verdrängte, Strang, paart, sich, mit, dem, Strang, ,, der den DNA-Schaden aufweist, der, den DNA-Schaden, den, DNA-Schaden, aufweist, .]	1	b1	False
17	8	Durch Endonuklease-Schnitte und anschließende Ligation bilden sich letztendlich wieder zwei komplette Doppelhelices aus.	(S (PP (APPR Durch) (CNP (NN Endonuklease-Schnitte) (KON und) (NP (ADJA anschließende) (NN Ligation)))) (VVFIN bilden) (PRF sich) (ADV letztendlich) (ADV wieder) (NP (CARD zwei) (ADJA komplette) (NN Doppelhelices)) (PTKVZ aus)) ($. .)	['(S (PP (APPR Durch) (CNP (NN Endonuklease-Schnitte) (KON und) (NP (ADJA anschließende) (NN Ligation)))) (VVFIN bilden) (PRF sich) (ADV letztendlich) (ADV wieder) (NP (CARD zwei) (ADJA komplette) (NN Doppelhelices)) (PTKVZ aus)) ($. .)']	['ADP', 'NOUN', 'CCONJ', 'ADJ', 'NOUN', 'VERB', 'PRON', 'ADV', 'ADV', 'NUM', 'ADJ', 'NOUN', 'ADP', 'PUNCT']	[Durch Endonuklease-Schnitte und anschließende Ligation bilden sich letztendlich wieder zwei komplette Doppelhelices aus., Durch Endonuklease-Schnitte und anschließende Ligation bilden sich letztendlich wieder zwei komplette Doppelhelices aus, Durch Endonuklease-Schnitte und anschließende Ligation, Durch, Endonuklease-Schnitte und anschließende Ligation, Endonuklease-Schnitte, und, anschließende Ligation, anschließende, Ligation, bilden, sich, letztendlich, wieder, zwei komplette Doppelhelices, zwei, komplette, Doppelhelices, aus, .]	1	b1	False
18	9	Zu beachten ist, dass der ursprüngliche DNA-Schaden bei dieser Reparatur nicht behoben wird, sondern nur die Lücke im Tochterstrang.	(S (VZ (PTKZU Zu) (VVINF beachten)) (VAFIN ist)) ($, ,) (S (KOUS dass) (CNP (NP (ART der) (ADJA ursprüngliche) (NN DNA-Schaden))) (VP (PP (APPR bei) (PDAT dieser) (NN Reparatur)) (PTKNEG nicht) (VVPP behoben)) (VAFIN wird)) ($, ,) (KON sondern) (NP (ADV nur) (ART die) (NN Lücke) (PP (APPRART im) (NN Tochterstrang))) ($. .)	['(S (VZ (PTKZU Zu) (VVINF beachten)) (VAFIN ist)) ($, ,) (CC (S (KOUS dass) (NP (ART der) (ADJA ursprüngliche) (NN DNA-Schaden))  (PP (APPR bei) (PDAT dieser) (NN Reparatur)) (VP (PTKNEG nicht) (VVPP behoben)) (VAFIN wird)) ($, ,) (KON sondern) (NP (ADV nur) (ART die) (NN Lücke) (PP (APPRART im) (NN Tochterstrang)))) ($. .)']	['PART', 'VERB', 'AUX', 'PUNCT', 'SCONJ', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'PART', 'VERB', 'AUX', 'PUNCT', 'CCONJ', 'ADV', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT']	[Zu beachten ist, dass der ursprüngliche DNA-Schaden bei dieser Reparatur nicht behoben wird, sondern nur die Lücke im Tochterstrang., Zu beachten ist, Zu beachten, Zu, beachten, ist, ,, dass der ursprüngliche DNA-Schaden bei dieser Reparatur nicht behoben wird, dass, der ursprüngliche DNA-Schaden, der, ursprüngliche, DNA-Schaden, bei dieser Reparatur nicht behoben, bei dieser Reparatur, bei, dieser, Reparatur, nicht, behoben, wird, ,, sondern, nur die Lücke im Tochterstrang, nur, die, Lücke, im Tochterstrang, im, Tochterstrang, .]	1	b1	False
19	10	In Hefen und höheren Eukaryoten ist dieses System in ähnlicher Form ebenfalls vorhanden.	(S (PP (APPR In) (CNP (NN Hefen) (KON und) (NP (ADJA höheren) (NN Eukaryoten)))) (VAFIN ist) (NP (PDAT dieses) (NN System)) (PP (APPR in) (ADJA ähnlicher) (NN Form)) (ADV ebenfalls) (ADJD vorhanden)) ($. .)	['(S (PP (APPR In) (CNP (NN Hefen) (KON und) (NP (ADJA höheren) (NN Eukaryoten)))) (VAFIN ist) (NP (PDAT dieses) (NN System)) (PP (APPR in) (ADJA ähnlicher) (NN Form)) (ADV ebenfalls) (ADJD vorhanden)) ($. .)']	['ADP', 'NOUN', 'CCONJ', 'ADJ', 'NOUN', 'AUX', 'DET', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'ADV', 'ADV', 'PUNCT']	[In Hefen und höheren Eukaryoten ist dieses System in ähnlicher Form ebenfalls vorhanden., In Hefen und höheren Eukaryoten ist dieses System in ähnlicher Form ebenfalls vorhanden, In Hefen und höheren Eukaryoten, In, Hefen und höheren Eukaryoten, Hefen, und, höheren Eukaryoten, höheren, Eukaryoten, ist, dieses System, dieses, System, in ähnlicher Form, in, ähnlicher, Form, ebenfalls, vorhanden, .]	1	b1	False
20	1	Wurzeln entziehen dem Boden Wasser, aber sie nehmen auch essenzielle Mineralstoffe auf.	(CS (S (NN Wurzeln) (VVFIN entziehen) (NP (ART dem) (NN Boden)) (NN Wasser))) ($, ,) (KON aber) (S (PPER sie) (VVFIN nehmen) (ADV auch) (ADJA essenzielle) (NN Mineralstoffe) (PTKVZ auf)) ($. .)	['(CS (S (NN Wurzeln) (VVFIN entziehen) (NP (ART dem) (NN Boden)) (NN Wasser)) ($, ,) (KON aber) (S (PPER sie) (VVFIN nehmen) (ADV auch) (NP (ADJA essenzielle) (NN Mineralstoffe)) (PTKVZ auf))) ($. .)']	['NOUN', 'VERB', 'DET', 'NOUN', 'NOUN', 'PUNCT', 'CCONJ', 'PRON', 'VERB', 'ADV', 'ADJ', 'NOUN', 'ADP', 'PUNCT']	[Wurzeln entziehen dem Boden Wasser, aber sie nehmen auch essenzielle Mineralstoffe auf., Wurzeln entziehen dem Boden Wasser, Wurzeln, entziehen, dem Boden, dem, Boden, Wasser, ,, aber, sie nehmen auch essenzielle Mineralstoffe auf, sie, nehmen, auch, essenzielle, Mineralstoffe, auf, .]	2	b2	False
21	2	Böden sind heterogen und weisen Unterschiede auf kleinem Raum auf.	(CS (S (NN Böden) (VAFIN sind) (ADJD heterogen)) (KON und) (S (VVFIN weisen) (NN Unterschiede) (PP (APPR auf) (ADJA kleinem) (NN Raum)) (PTKVZ auf))) ($. .)	['(CS (S (NN Böden) (VAFIN sind) (ADJD heterogen)) (KON und) (S (VVFIN weisen) (NN Unterschiede) (PP (APPR auf) (ADJA kleinem) (NN Raum)) (PTKVZ auf))) ($. .)']	['NOUN', 'AUX', 'ADJ', 'CCONJ', 'ADJ', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'ADP', 'PUNCT']	[Böden sind heterogen und weisen Unterschiede auf kleinem Raum auf., Böden sind heterogen und weisen Unterschiede auf kleinem Raum auf, Böden sind heterogen, Böden, sind, heterogen, und, weisen Unterschiede auf kleinem Raum auf, weisen, Unterschiede, auf kleinem Raum, auf, kleinem, Raum, auf, .]	2	b2	False
22	3	Wurzeln, die durch den Boden wachsen, können auf Regionen treffen, die sich im Wasser- und Mineralstoffgehalt unterscheiden.	(NN Wurzeln) ($, ,) (NP (S (PRELS die) (PP (APPR durch) (ART den) (NN Boden)) (VVFIN wachsen))) ($, ,) (S (VMFIN können) (VP (APPR auf) (NN Regionen) (VVINF treffen))) ($, ,) (PP (S (PRELS die) (PRF sich) (PP (APPRART im) (CNP (TRUNC Wasser-) (KON und) (NN Mineralstoffgehalt))) (VVFIN unterscheiden))) ($. .)	['(S (NP (NN Wurzeln) ($, ,) (S (PRELS die) (PP (APPR durch) (ART den) (NN Boden)) (VVFIN wachsen))) ($, ,) (VMFIN können) (VP (PP (APPR auf) (NP (NN Regionen) (VVINF treffen) ($, ,) (S (PRELS die) (PRF sich) (PP (APPRART im) (CNP (TRUNC Wasser-) (KON und) (NN Mineralstoffgehalt))) (VVFIN unterscheiden)))))) ($. .)']	['NOUN', 'PUNCT', 'PRON', 'ADP', 'DET', 'NOUN', 'VERB', 'PUNCT', 'AUX', 'ADP', 'NOUN', 'VERB', 'PUNCT', 'PRON', 'PRON', 'ADP', 'X', 'CCONJ', 'NOUN', 'VERB', 'PUNCT']	[Wurzeln, die durch den Boden wachsen, können auf Regionen treffen, die sich im Wasser- und Mineralstoffgehalt unterscheiden., Wurzeln, ,, die durch den Boden wachsen, die, durch den Boden, durch, den, Boden, wachsen, ,, können auf Regionen treffen, können, auf Regionen treffen, auf, Regionen, treffen, ,, die sich im Wasser- und Mineralstoffgehalt unterscheiden, die, sich, im Wasser- und Mineralstoffgehalt, im, Wasser- und Mineralstoffgehalt, Wasser-, und, Mineralstoffgehalt, unterscheiden, .]	2	b2	False
23	4	In den besser versorgten Regionen sind Wurzeln oft stark verzweigt.	(S (PP (APPR In) (ART den) (AP (ADJD besser) (ADJA versorgten)) (NN Regionen)) (VAFIN sind) (NN Wurzeln) (VP (ADV oft) (ADJD stark) (VVPP verzweigt))) ($. .)	['(S (PP (APPR In) (ART den) (AP (ADJD besser) (ADJA versorgten)) (NN Regionen)) (VAFIN sind) (NN Wurzeln) (AP (ADV oft) (ADJD stark) (ADJA verzweigt))) ($. .)']	['ADP', 'DET', 'ADV', 'ADJ', 'NOUN', 'AUX', 'NOUN', 'ADV', 'ADV', 'VERB', 'PUNCT']	[In den besser versorgten Regionen sind Wurzeln oft stark verzweigt., In den besser versorgten Regionen sind Wurzeln oft stark verzweigt, In den besser versorgten Regionen, In, den, besser versorgten, besser, versorgten, Regionen, sind, Wurzeln, oft stark verzweigt, oft, stark, verzweigt, .]	2	b2	False
24	5	Für die Aufnahme mineralischer Nährstoffe ist die Wurzelarchitektur von ganz besonderer Bedeutung, weil sich unterschiedliche Mineralstoffe ganz verschieden verhalten und durch verschiedenartige Kräfte im Boden gehalten werden.	(S (PP (APPR Für) (ART die) (NN Aufnahme) (NP (ADJA mineralischer) (NN Nährstoffe))) (VAFIN ist) (NP (ART die) (NN Wurzelarchitektur)) (PP (APPR von) (AP (ADV ganz) (ADJA besonderer)) (NN Bedeutung))) ($, ,) (CS (S (KOUS weil) (PRF sich) (NP (ADJA unterschiedliche) (NN Mineralstoffe)) (AP (ADV ganz) (ADJD verschieden)) (VVFIN verhalten)) (KON und) (S (VP (PP (APPR durch) (ADJA verschiedenartige) (NN Kräfte)) (PP (APPRART im) (NN Boden)) (VVPP gehalten)) (VAFIN werden))) ($. .)	['(S (PP (APPR Für) (ART die) (NN Aufnahme) (NP (ADJA mineralischer) (NN Nährstoffe))) (VAFIN ist) (NP (ART die) (NN Wurzelarchitektur)) (PP (APPR von) (AP (ADV ganz) (ADJA besonderer)) (NN Bedeutung)) ($, ,) (CS (S (KOUS weil) (PRF sich) (NP (ADJA unterschiedliche) (NN Mineralstoffe)) (AP (ADV ganz) (ADJD verschieden)) (VVFIN verhalten)) (KON und) (S (VP (PP (APPR durch) (ADJA verschiedenartige) (NN Kräfte)) (PP (APPRART im) (NN Boden)) (VVPP gehalten)) (VAFIN werden)))) ($. .)']	['ADP', 'DET', 'NOUN', 'ADJ', 'NOUN', 'AUX', 'DET', 'NOUN', 'ADP', 'ADV', 'ADJ', 'NOUN', 'PUNCT', 'SCONJ', 'PRON', 'ADJ', 'NOUN', 'ADV', 'ADV', 'VERB', 'CCONJ', 'ADP', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'VERB', 'AUX', 'PUNCT']	[Für die Aufnahme mineralischer Nährstoffe ist die Wurzelarchitektur von ganz besonderer Bedeutung, weil sich unterschiedliche Mineralstoffe ganz verschieden verhalten und durch verschiedenartige Kräfte im Boden gehalten werden., Für die Aufnahme mineralischer Nährstoffe ist die Wurzelarchitektur von ganz besonderer Bedeutung, Für die Aufnahme mineralischer Nährstoffe, Für, die, Aufnahme, mineralischer Nährstoffe, mineralischer, Nährstoffe, ist, die Wurzelarchitektur, die, Wurzelarchitektur, von ganz besonderer Bedeutung, von, ganz besonderer, ganz, besonderer, Bedeutung, ,, weil sich unterschiedliche Mineralstoffe ganz verschieden verhalten und durch verschiedenartige Kräfte im Boden gehalten werden, weil sich unterschiedliche Mineralstoffe ganz verschieden verhalten, weil, sich, unterschiedliche Mineralstoffe, unterschiedliche, Mineralstoffe, ganz verschieden, ganz, verschieden, verhalten, und, durch verschiedenartige Kräfte im Boden gehalten werden, durch verschiedenartige Kräfte im Boden gehalten, durch verschiedenartige Kräfte, durch, verschiedenartige, Kräfte, im Boden, im, Boden, gehalten, werden, .]	2	b2	False
25	6	Nitrationen diffundieren schnell im Bodenwasser.	(S (NN Nitrationen) (VVFIN diffundieren) (ADJD schnell) (PP (APPRART im) (NN Bodenwasser))) ($. .)	['(S (NN Nitrationen) (VVFIN diffundieren) (ADJD schnell) (PP (APPRART im) (NN Bodenwasser))) ($. .)']	['NOUN', 'VERB', 'ADV', 'ADP', 'NOUN', 'PUNCT']	[Nitrationen diffundieren schnell im Bodenwasser., Nitrationen diffundieren schnell im Bodenwasser, Nitrationen, diffundieren, schnell, im Bodenwasser, im, Bodenwasser, .]	2	b2	False
26	7	Stark transpirierende Pflanzen können Nitrat schneller zur Wurzeloberfläche transportieren, als sie es im Pflanzenkörper anreichern können.	(S (NP (AP (ADJD Stark) (ADJA transpirierende)) (NN Pflanzen)) (VMFIN können) (VP (NN Nitrat) (AP (ADJD schneller)) (PP (APPRART zur) (NN Wurzeloberfläche)) (VVINF transportieren))) ($, ,) (S (KOKOM als) (PPER sie) (VP (PPER es) (PP (APPRART im) (NN Pflanzenkörper)) (VVINF anreichern)) (VMFIN können)) ($. .)	['(S (NP (AP (ADJD Stark) (ADJA transpirierende)) (NN Pflanzen)) (VMFIN können) (NN Nitrat) (VP (ADJD schneller) (PP (APPRART zur) (NN Wurzeloberfläche)) (VVINF transportieren) ($, ,) (S (KOKOM als) (PPER sie) (VP (PPER es) (PP (APPRART im) (NN Pflanzenkörper)) (VVINF anreichern)) (VMFIN können)))) ($. .)']	['ADV', 'ADJ', 'NOUN', 'AUX', 'NOUN', 'ADV', 'ADP', 'NOUN', 'VERB', 'PUNCT', 'SCONJ', 'PRON', 'PRON', 'ADP', 'NOUN', 'VERB', 'AUX', 'PUNCT']	[Stark transpirierende Pflanzen können Nitrat schneller zur Wurzeloberfläche transportieren, als sie es im Pflanzenkörper anreichern können., Stark transpirierende Pflanzen können Nitrat schneller zur Wurzeloberfläche transportieren, Stark transpirierende Pflanzen, Stark transpirierende, Stark, transpirierende, Pflanzen, können, Nitrat schneller zur Wurzeloberfläche transportieren, Nitrat, schneller, zur Wurzeloberfläche, zur, Wurzeloberfläche, transportieren, ,, als sie es im Pflanzenkörper anreichern können, als, sie, es im Pflanzenkörper anreichern, es, im Pflanzenkörper, im, Pflanzenkörper, anreichern, können, .]	2	b2	False
27	8	Andere essenzielle Mineralstoffe wie Phosphat sind jedoch fest im Boden gebunden, sie haben niedrige Diffusionskoeffizienten.	(CS (S (NP (ADJA Andere) (ADJA essenzielle) (NN Mineralstoffe) (NP (KOKOM wie) (NN Phosphat))) (VAFIN sind) (VP (ADV jedoch) (ADJD fest) (PP (APPRART im) (NN Boden)) (VVPP gebunden)))) ($, ,) (S (PPER sie) (VAFIN haben) (NP (ADJA niedrige) (NN Diffusionskoeffizienten))) ($. .)	['(CS (S (NP (ADJA Andere) (ADJA essenzielle) (NN Mineralstoffe) (NP (KOKOM wie) (NN Phosphat))) (VAFIN sind) (VP (ADV jedoch) (ADJD fest) (PP (APPRART im) (NN Boden)) (VVPP gebunden))) ($, ,) (S (PPER sie) (VAFIN haben) (NP (ADJA niedrige) (NN Diffusionskoeffizienten)))) ($. .)']	['ADJ', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'AUX', 'ADV', 'ADV', 'ADP', 'NOUN', 'VERB', 'PUNCT', 'PRON', 'VERB', 'ADJ', 'NOUN', 'PUNCT']	[Andere essenzielle Mineralstoffe wie Phosphat sind jedoch fest im Boden gebunden, sie haben niedrige Diffusionskoeffizienten., Andere essenzielle Mineralstoffe wie Phosphat sind jedoch fest im Boden gebunden, Andere essenzielle Mineralstoffe wie Phosphat, Andere, essenzielle, Mineralstoffe, wie Phosphat, wie, Phosphat, sind, jedoch fest im Boden gebunden, jedoch, fest, im Boden, im, Boden, gebunden, ,, sie haben niedrige Diffusionskoeffizienten, sie, haben, niedrige Diffusionskoeffizienten, niedrige, Diffusionskoeffizienten, .]	2	b2	False
