aoi_type	aoi	start_x	start_y	end_x	end_y	character
0 RECTANGLE	32.0	81.0	181.0	196.0	263.0	treffen,
0 RECTANGLE	33.0	196.0	181.0	255.0	263.0	die
0 RECTANGLE	34.0	255.0	181.0	325.0	263.0	sich
0 RECTANGLE	35.0	325.0	181.0	367.0	263.0	im
0 RECTANGLE	36.0	367.0	181.0	478.0	263.0	Wasser-
0 RECTANGLE	37.0	478.0	181.0	535.0	263.0	und
0 RECTANGLE	38.0	535.0	181.0	801.0	263.0	Mineralstoffgehalt
0 RECTANGLE	39.0	801.0	181.0	1009.0	263.0	unterscheiden.
0 RECTANGLE	40.0	1009.0	181.0	1053.0	263.0	In
0 RECTANGLE	41.0	1053.0	181.0	1108.0	263.0	den
0 RECTANGLE	42.0	1108.0	181.0	1206.0	263.0	besser
0 RECTANGLE	43.0	1206.0	181.0	1361.0	263.0	versorgten
0 RECTANGLE	44.0	1361.0	181.0	1487.0	263.0	Regionen
0 RECTANGLE	45.0	1487.0	181.0	1550.0	263.0	sind
0 RECTANGLE	46.0	80.0	263.0	185.0	345.0	Wurzeln
0 RECTANGLE	47.0	185.0	263.0	241.0	345.0	oft
0 RECTANGLE	48.0	241.0	263.0	325.0	345.0	stark
0 RECTANGLE	49.0	325.0	263.0	477.0	345.0	verzweigt.
0 RECTANGLE	50.0	477.0	263.0	534.0	345.0	Für
0 RECTANGLE	51.0	534.0	263.0	590.0	345.0	die
0 RECTANGLE	52.0	590.0	263.0	716.0	345.0	Aufnahme
0 RECTANGLE	53.0	716.0	263.0	912.0	345.0	mineralischer
0 RECTANGLE	54.0	912.0	263.0	1066.0	345.0	Nährstoffe
0 RECTANGLE	55.0	1066.0	263.0	1123.0	345.0	ist
0 RECTANGLE	56.0	1123.0	263.0	1178.0	345.0	die
0 RECTANGLE	57.0	1178.0	263.0	1430.0	345.0	Wurzelarchitektur
0 RECTANGLE	58.0	1430.0	263.0	1487.0	345.0	von
0 RECTANGLE	59.0	1487.0	263.0	1549.0	345.0	ganz
0 RECTANGLE	60.0	80.0	345.0	226.0	427.0	besonderer
0 RECTANGLE	61.0	226.0	345.0	378.0	427.0	Bedeutung,
0 RECTANGLE	62.0	378.0	345.0	451.0	427.0	weil
0 RECTANGLE	63.0	451.0	345.0	521.0	427.0	sich
0 RECTANGLE	64.0	521.0	345.0	758.0	427.0	unterschiedliche
0 RECTANGLE	65.0	758.0	345.0	954.0	427.0	Mineralstoffe
0 RECTANGLE	66.0	954.0	345.0	1025.0	427.0	ganz
0 RECTANGLE	67.0	1025.0	345.0	1193.0	427.0	verschieden
0 RECTANGLE	68.0	1193.0	345.0	1333.0	427.0	verhalten
0 RECTANGLE	69.0	1333.0	345.0	1389.0	427.0	und
0 RECTANGLE	70.0	1389.0	345.0	1465.0	427.0	durch
0 RECTANGLE	71.0	81.0	427.0	324.0	509.0	verschiedenartige
0 RECTANGLE	72.0	324.0	427.0	422.0	509.0	Kräfte
0 RECTANGLE	73.0	422.0	427.0	465.0	509.0	im
0 RECTANGLE	74.0	465.0	427.0	549.0	509.0	Boden
0 RECTANGLE	75.0	549.0	427.0	674.0	509.0	gehalten
0 RECTANGLE	76.0	674.0	427.0	784.0	509.0	werden.
0 RECTANGLE	77.0	784.0	427.0	955.0	509.0	Nitrationen
0 RECTANGLE	78.0	955.0	427.0	1137.0	509.0	diffundieren
0 RECTANGLE	79.0	1137.0	427.0	1248.0	509.0	schnell
0 RECTANGLE	80.0	1248.0	427.0	1291.0	509.0	im
0 RECTANGLE	81.0	1291.0	427.0	1471.0	509.0	Bodenwasser.
0 RECTANGLE	82.0	1471.0	427.0	1549.0	509.0	Stark
0 RECTANGLE	83.0	81.0	509.0	297.0	591.0	transpirierende
0 RECTANGLE	84.0	297.0	509.0	423.0	591.0	Pflanzen
0 RECTANGLE	85.0	423.0	509.0	520.0	591.0	können
0 RECTANGLE	86.0	520.0	509.0	619.0	591.0	Nitrat
0 RECTANGLE	87.0	619.0	509.0	759.0	591.0	schneller
0 RECTANGLE	88.0	759.0	509.0	814.0	591.0	zur
0 RECTANGLE	89.0	814.0	509.0	1052.0	591.0	Wurzeloberfläche
0 RECTANGLE	90.0	1052.0	509.0	1275.0	591.0	transportieren,
0 RECTANGLE	91.0	1275.0	509.0	1332.0	591.0	als
0 RECTANGLE	92.0	1332.0	509.0	1389.0	591.0	sie
0 RECTANGLE	93.0	1389.0	509.0	1430.0	591.0	es
0 RECTANGLE	94.0	1430.0	509.0	1466.0	591.0	im
0 RECTANGLE	95.0	82.0	591.0	283.0	673.0	Pflanzenkörper
0 RECTANGLE	96.0	283.0	591.0	437.0	673.0	anreichern
0 RECTANGLE	97.0	437.0	591.0	546.0	673.0	können.
0 RECTANGLE	98.0	546.0	591.0	647.0	673.0	Andere
0 RECTANGLE	99.0	647.0	591.0	814.0	673.0	essenzielle
0 RECTANGLE	100.0	814.0	591.0	1010.0	673.0	Mineralstoffe
0 RECTANGLE	101.0	1010.0	591.0	1067.0	673.0	wie
0 RECTANGLE	102.0	1067.0	591.0	1193.0	673.0	Phosphat
0 RECTANGLE	103.0	1193.0	591.0	1263.0	673.0	sind
0 RECTANGLE	104.0	1263.0	591.0	1362.0	673.0	jedoch
0 RECTANGLE	105.0	1362.0	591.0	1431.0	673.0	fest
0 RECTANGLE	106.0	1431.0	591.0	1473.0	673.0	im
0 RECTANGLE	107.0	1473.0	591.0	1549.0	673.0	Boden
0 RECTANGLE	108.0	81.0	673.0	211.0	755.0	gebunden,
0 RECTANGLE	109.0	211.0	673.0	268.0	755.0	sie
0 RECTANGLE	110.0	268.0	673.0	353.0	755.0	haben
0 RECTANGLE	111.0	353.0	673.0	478.0	755.0	niedrige
0 RECTANGLE	112.0	478.0	673.0	827.0	755.0	Diffusionskoeffizienten.
0 RECTANGLE	113.0	827.0	673.0	885.0	755.0	Die
0 RECTANGLE	114.0	885.0	673.0	1221.0	755.0	Phosphatverarmungszonen
0 RECTANGLE	115.0	1221.0	673.0	1277.0	755.0	von
0 RECTANGLE	116.0	1277.0	673.0	1346.0	755.0	zwei
0 RECTANGLE	117.0	1346.0	673.0	1470.0	755.0	Wurzeln,
0 RECTANGLE	118.0	1470.0	673.0	1529.0	755.0	die
0 RECTANGLE	119.0	1529.0	673.0	1590.0	755.0	sehr
0 RECTANGLE	120.0	81.0	755.0	128.0	837.0	nah
0 RECTANGLE	121.0	128.0	755.0	297.0	837.0	beieinander
0 RECTANGLE	122.0	297.0	755.0	378.0	837.0	sind,
0 RECTANGLE	123.0	378.0	755.0	535.0	837.0	überlappen
0 RECTANGLE	124.0	535.0	755.0	605.0	837.0	sich
0 RECTANGLE	125.0	605.0	755.0	675.0	837.0	kaum
0 RECTANGLE	126.0	675.0	755.0	732.0	837.0	und
0 RECTANGLE	127.0	732.0	755.0	787.0	837.0	ein
0 RECTANGLE	128.0	787.0	755.0	871.0	837.0	reich
0 RECTANGLE	129.0	871.0	755.0	1037.0	837.0	verzweigtes
0 RECTANGLE	130.0	1037.0	755.0	1222.0	837.0	Wurzelsystem
0 RECTANGLE	131.0	1222.0	755.0	1319.0	837.0	erhöht
0 RECTANGLE	132.0	1319.0	755.0	1375.0	837.0	die
0 RECTANGLE	133.0	1375.0	755.0	1604.0	837.0	Phosphataufnahme
0 RECTANGLE	134.0	80.0	837.0	129.0	919.0	bei
0 RECTANGLE	135.0	129.0	837.0	241.0	919.0	knapper
0 RECTANGLE	136.0	241.0	837.0	507.0	919.0	Phosphatversorgung
0 RECTANGLE	137.0	507.0	837.0	591.0	919.0	daher
0 RECTANGLE	138.0	591.0	837.0	687.0	919.0	enorm.
0 RECTANGLE	139.0	687.0	837.0	745.0	919.0	Ein
0 RECTANGLE	140.0	745.0	837.0	871.0	919.0	extensiv
0 RECTANGLE	141.0	871.0	837.0	1065.0	919.0	ausgebildetes
0 RECTANGLE	142.0	1065.0	837.0	1249.0	919.0	Wurzelsystem
0 RECTANGLE	143.0	1249.0	837.0	1305.0	919.0	mit
0 RECTANGLE	144.0	1305.0	837.0	1431.0	919.0	größeren
0 RECTANGLE	145.0	1431.0	837.0	1633.0	919.0	Zwischenräumen
0 RECTANGLE	146.0	81.0	919.0	185.0	998.0	dagegen
0 RECTANGLE	147.0	185.0	919.0	255.0	998.0	kann
0 RECTANGLE	148.0	255.0	919.0	310.0	998.0	die
0 RECTANGLE	149.0	310.0	919.0	520.0	998.0	Nitrataufnahme
0 RECTANGLE	150.0	520.0	919.0	677.0	998.0	maximieren.
